0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8
9,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,8,0,12
0,12,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,14,0,10,0,0,0,0,10,0,0,0,0,0,0,10
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,9,10,0,12,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,11,10,0,14,0
0,0,0,0,10,0,0,0,11,0,0,11,11,0,0,11,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0
0,13,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,13,0,0
0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0
0,0,8,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
